pitch_type,pitch_name,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
FF,4-Seam Fastball,2021-06-15,92,0.59,6.35,"Marte, Ketel",606466,669674,field_out,hit_into_play,,,,,7,"Ketel Marte grounds out, shortstop Brandon Crawford to first baseman Brandon Belt.",R,R,L,SF,ARI,X,6,ground_ball,1,1,2021,0.66,1.39,-0.54,1.79,,,,1,4,Top,104.35,155.14,,,457763,,,-4.2740969606047900,-133.74306063772400,-8.676916300451140,8.87810131551632,28.891532672585000,-13.827006151534500,3.41,1.56,3,97.8,-30,91.6,2006,6.1,633679,669674,457763,474832,456781,527038,543063,596103,621453,573262,54.41,0.069,0.062,0,1,0,0,2,33,3,3,7,7,3,7,3,7,3,Standard,Standard,156,0.006,-0.157
FF,4-Seam Fastball,2021-06-15,91.7,0.77,6.31,"Marte, Ketel",606466,669674,single,hit_into_play,,,,,5,Ketel Marte singles on a sharp ground ball to left fielder Austin Slater.   Josh Rojas to 2nd.,R,R,L,SF,ARI,X,7,ground_ball,1,0,2021,0.5,1.64,0.07,2.63,,,668942,1,2,Top,83.43,124.85,,,457763,,,-2.8301890870587700,-133.43169392971200,-6.958720571683960,6.537740904385330,28.807394184496600,-11.300299404806300,3.41,1.56,20,113.6,-7,91.3,2059,6.1,633679,669674,457763,474832,456781,527038,543063,596103,621453,573262,54.44,0.42,0.381,0.9,1,1,0,2,15,2,0,4,4,0,4,0,4,0,Standard,Standard,154,-0.014,0.428
FF,4-Seam Fastball,2021-06-15,95.2,-1.48,5.54,"Marte, Ketel",606466,642073,field_out,hit_into_play,,,,,8,"Ketel Marte grounds out sharply, second baseman Donovan Solano to first baseman Brandon Belt.",R,L,R,SF,ARI,X,4,ground_ball,0,0,2021,-0.4,1.45,-0.02,1.96,,,,2,8,Top,164.99,141.58,,,457763,,,4.740164560816060,-138.48281434604800,-7.028708398094280,-6.239933768215820,29.569658526744600,-12.159894447289200,3.41,1.56,9,106.6,-12,95.6,2235,6.4,633679,642073,457763,474832,456781,527038,543063,664774,621453,573262,54.07,0.329,0.326,0,1,0,0,2,70,1,5,8,8,5,8,5,8,5,Infield shift,Standard,208,0.003,-0.103
FF,4-Seam Fastball,2021-06-15,91.4,3.06,6.09,"Marte, Ketel",606466,669214,strikeout,called_strike,,,,,7,Ketel Marte called out on strikes.,R,R,L,SF,ARI,S,2,,0,2,2021,0.41,1.31,-0.38,1.67,,,668942,1,6,Top,,,,,457763,,,-9.585890389932460,-132.6147911459380,-8.108091090236200,6.806909683215990,27.408803340916900,-15.159249887412000,3.51,1.66,,,,91.8,1893,6.6,633679,669214,457763,474832,456781,527038,543063,596103,621453,573262,53.86,,,0,1,0,0,,52,3,3,8,8,3,8,3,8,3,Standard,Standard,157,0.004,-0.188
SL,Slider,2021-06-15,86.9,-2.13,6.34,"Marte, Ketel",606466,641793,single,hit_into_play,,,,,9,Ketel Marte singles on a line drive to right fielder Mike Yastrzemski.   Josh Rojas to 3rd.,R,L,R,SF,ARI,X,9,line_drive,1,2,2021,0.55,0.38,0.6,1.86,,,668942,0,1,Top,193.88,112.26,,,457763,,,5.426896583863910,-126.44353904157400,-5.394125837498740,4.9709653616857100,23.365477623588400,-27.24110212833730,3.41,1.56,243,86.5,17,87.5,2272,6.5,633679,641793,457763,474832,456781,527038,543063,596103,621453,573262,54.03,0.874,0.816,0.9,1,1,0,4,2,4,0,0,0,0,0,0,0,0,Infield shift,Standard,185,-0.086,0.815
SL,Slider,2021-06-14,84.1,2.19,4.85,"Marte, Ketel",606466,622072,strikeout,swinging_strike,,,,,4,Ketel Marte strikes out swinging.,R,R,L,SF,ARI,S,2,,2,2,2021,-0.23,-0.08,-0.3,2.14,,,,2,5,Top,,,,,592200,,,-5.270534018448700,-122.4296368841060,0.20516194275732300,-1.3933018093130000,21.917060883852800,-33.26958494542080,3.41,1.56,,,,83.8,2048,5.9,633734,622072,592200,474832,456781,613564,543063,664774,643565,573262,54.63,,,0,1,0,0,,40,6,1,1,1,1,1,1,1,1,Standard,Standard,341,0.014,-0.091
SI,Sinker,2021-06-14,92,1.94,5.02,"Marte, Ketel",606466,622072,force_out,hit_into_play,,,,,11,"Ketel Marte grounds into a force out, pitcher Alex Wood to shortstop Brandon Crawford to second baseman Donovan Solano.   Matt Peacock out at 2nd.",R,R,L,SF,ARI,X,1,ground_ball,0,1,2021,1.27,0.85,-0.26,3.55,,,676840,2,3,Top,121.73,162.85,,,592200,,,-8.380842332614330,-133.74550587189900,0.3273594939080270,17.118096305888800,30.219305328679500,-22.355361084882800,3.41,1.56,39,68.1,-1,92.2,2105,6.6,633734,622072,592200,474832,456781,613564,543063,664774,643565,573262,53.94,0.094,0.085,0,1,0,0,2,21,2,0,0,0,0,0,0,0,0,Standard,Standard,119,0.026,-0.185
SL,Slider,2021-06-14,84.2,-2.32,6.16,"Marte, Ketel",606466,608678,field_out,hit_into_play,,,,,13,Ketel Marte pops out to shortstop Brandon Crawford.,R,L,R,SF,ARI,X,6,popup,1,2,2021,0.39,-0.35,-0.1,1.25,,444482,668942,2,7,Top,127.86,140.68,,,592200,,,4.383206260584300,-122.57693183831400,-4.377860114605190,3.13462554128939,23.64083682298820,-35.025586254636800,3.41,1.56,151,62.7,54,84.6,2470,6.5,633734,608678,592200,474832,456781,613564,543063,643565,596103,573262,54.04,0.069,0.062,0,1,0,0,3,60,5,3,2,2,3,2,3,2,3,Standard,Standard,84,0.084,-0.313
CH,Changeup,2021-06-14,85.8,1.93,5.09,"Marte, Ketel",606466,622072,field_out,hit_into_play,,,,,14,"Ketel Marte grounds out sharply, shortstop Brandon Crawford to first baseman Brandon Belt.",R,R,L,SF,ARI,X,6,ground_ball,3,2,2021,1.4,-0.04,0.84,2.42,,,,1,1,Top,102.1,134.33,,,592200,,,-5.4440270628262600,-124.94468279687900,-0.012126203535537800,15.787017611237900,24.42293180428780,-32.76965166620040,3.41,1.56,3,100.7,-36,86.3,1566,6.5,633734,622072,592200,474832,456781,613564,543063,664774,643565,573262,54.03,0.08,0.075,0,1,0,0,2,2,6,0,0,0,0,0,0,0,0,Standard,Standard,86,0.015,-0.212
CH,Changeup,2021-05-26,83.1,-2.68,5.44,"Marte, Ketel",606466,456501,field_out,hit_into_play,,,,,4,Ketel Marte lines out to third baseman Evan Longoria.,R,L,R,ARI,SF,X,5,line_drive,2,2,2021,-0.9,0.23,-0.62,2.33,,,,0,5,Bot,137.67,143.68,,,457763,,,6.394733350992680,-120.80025973563300,-1.0491452099433700,-10.074956352526900,25.07311439083620,-29.939426149657300,3.41,1.56,202,104.4,7,82,1244,5.8,633939,456501,457763,573131,643289,446334,543063,543105,643565,573262,54.71,0.614,0.556,0,1,0,0,4,37,5,4,0,4,0,0,4,4,0,Infield shift,Standard,233,-0.005,-0.216
FF,4-Seam Fastball,2021-05-26,92.6,-2.78,5.61,"Marte, Ketel",606466,456501,field_out,hit_into_play,,,,,2,"Ketel Marte grounds out, shortstop Brandon Crawford to first baseman Darin Ruf.   Josh Rojas to 2nd.",R,L,R,ARI,SF,X,6,ground_ball,3,2,2021,-0.78,1.26,-0.13,3.16,,,668942,1,2,Bot,110.93,130.85,,,457763,,,8.378712114474550,-134.61103426073400,-3.141143877228620,-11.349957463286000,29.49898174853680,-16.413026464450500,3.41,1.56,21,92.4,-7,91.6,2222,5.8,633939,456501,457763,573131,643289,446334,543063,543105,643565,573262,54.74,0.217,0.208,0,1,0,0,2,19,6,4,0,4,0,0,4,4,0,Infield shift,Standard,225,-0.006,-0.463
SL,Slider,2021-05-26,72.9,-4.12,1.21,"Marte, Ketel",606466,643511,strikeout,swinging_strike,,,,,3,Ketel Marte strikes out swinging.,R,L,R,ARI,SF,S,2,,1,2,2021,1.15,0.77,0.59,3.32,641796,605113,668942,1,9,Bot,,,,,457763,,,7.381078843144600,-105.27994971961000,10.377743270999800,7.016636653262990,20.57089587189500,-28.844624848501100,3.41,1.56,,,,71.4,2340,5.9,633939,643511,457763,613564,456781,446334,543063,643565,596103,573262,54.57,,,0,1,0,0,,74,4,4,5,4,5,5,4,4,5,Strategic,Strategic,119,-0.259,-0.57
CH,Changeup,2021-05-26,79.3,-1.78,6.22,"Marte, Ketel",606466,607374,field_out,hit_into_play,,,,,11,"Ketel Marte grounds out, second baseman Donovan Solano to first baseman Jason Vosler.",R,L,R,ARI,SF,X,4,ground_ball,1,0,2021,-1.35,1.09,-1,2.95,,,,1,7,Bot,152.03,150.22,,,457763,,,4.196958525770660,-115.33535233010800,-2.314172538435170,-12.81257944000320,24.192476866184100,-22.331946957971000,3.41,1.56,12,85.1,-13,78.1,1929,5.8,633939,607374,457763,613564,456781,446334,543063,543105,643565,573262,54.72,0.106,0.099,0,1,0,0,2,55,2,4,2,4,2,2,4,4,2,Standard,Standard,235,-0.007,-0.189
CH,Changeup,2021-05-26,81.5,-2.76,5.64,"Marte, Ketel",606466,456501,single,hit_into_play,,,,,7,Ketel Marte singles on a line drive to right fielder Mike Yastrzemski.   Josh Rojas scores.,R,L,R,ARI,SF,X,9,line_drive,1,1,2021,-0.75,0.2,-0.6,1.56,,668942,,0,1,Bot,149.85,92.58,,,457763,,,6.218718078392370,-118.51476277911000,-2.900266886536670,-8.261618988524680,23.471436945203900,-29.964954318975900,3.41,1.56,232,84.7,13,80.5,1201,5.7,633939,456501,457763,573131,643289,446334,543063,543105,643565,573262,54.8,0.757,0.707,0.9,1,1,0,4,5,3,0,0,0,0,0,1,1,0,Standard,Standard,235,0.072,0.687
FF,4-Seam Fastball,2021-05-25,92.1,-2.72,5.98,"Marte, Ketel",606466,592332,field_out,hit_into_play,,,,,1,"Ketel Marte grounds out, second baseman Donovan Solano to first baseman Brandon Belt.",R,L,R,ARI,SF,X,4,ground_ball,2,0,2021,-0.76,1.48,-0.77,2.89,,,,0,5,Bot,145.01,145.87,,,457763,,,6.617212048821710,-133.84710895121400,-5.179433911227910,-10.60889477105830,31.508716191886900,-13.490444105934100,3.41,1.56,21,96.4,-7,92.2,2250,6.6,633979,592332,457763,474832,456781,446334,543063,543105,621453,573262,53.85,0.231,0.222,0,1,0,0,2,43,3,0,6,0,6,6,0,0,6,Standard,Standard,215,-0.008,-0.349
FF,4-Seam Fastball,2021-05-25,93.2,-2.74,5.99,"Marte, Ketel",606466,592332,field_out,hit_into_play,,,,,8,Ketel Marte flies out to left fielder Alex Dickerson.,R,L,R,ARI,SF,X,7,fly_ball,1,1,2021,-0.89,1.6,0.24,1.46,,,,0,3,Bot,58.14,118.01,,,457763,,,9.647475921167560,-135.0280968714650,-9.37550233310637,-13.089553045585100,30.497385881402400,-10.594000727940600,3.41,1.56,263,82.3,35,93.3,2250,6.7,633979,592332,457763,474832,456781,446334,543063,543105,621453,573262,53.85,0.034,0.048,0,1,0,0,3,26,3,0,6,0,6,6,0,0,6,Standard,Standard,211,-0.01,-0.231
FF,4-Seam Fastball,2021-05-25,94.1,1.75,5.81,"Marte, Ketel",606466,606424,single,hit_into_play,,,,,3,Ketel Marte singles on a sharp ground ball to right fielder Mike Yastrzemski.,R,R,L,ARI,SF,X,9,ground_ball,1,0,2021,1.29,0.89,0.37,3.28,,,,1,7,Bot,170.41,146.09,,,457763,,,-6.4521528471718500,-136.89329886860100,-2.813794321156930,17.60133810113310,31.428036702074000,-20.62879335554050,3.41,1.56,16,104.2,-11,94.2,2116,6.4,633979,606424,457763,474832,643289,446334,543063,543105,621453,573262,54.07,0.294,0.276,0.9,1,1,0,2,62,2,0,7,0,7,7,0,0,7,Strategic,Standard,133,0.003,0.236
FF,4-Seam Fastball,2021-05-25,93.9,-2.76,6.08,"Marte, Ketel",606466,592332,walk,ball,,,,,13,Ketel Marte walks.,R,L,R,ARI,SF,B,,,3,2,2021,-0.77,1.5,-0.95,1.63,,,,0,1,Bot,,,,,457763,,,6.409367668892430,-136.3232908272630,-9.094842328980590,-11.001467444219300,30.3112578849538,-11.67167996145190,3.7,1.85,,,,94.1,2198,6.5,633979,592332,457763,474832,456781,446334,543063,543105,621453,573262,53.96,,,0.7,1,0,0,,8,6,0,3,0,3,3,0,0,3,Standard,Standard,212,0.036,0.329
SL,Slider,2021-05-23,88,-2.01,5.92,"Marte, Ketel",606466,592351,sac_fly,hit_into_play,,,,,4,Ketel Marte out on a sacrifice fly to center fielder Yonathan Daza.   Daulton Varsho scores.,R,L,R,COL,ARI,X,8,line_drive,2,2,2021,-0.32,0.47,-0.41,2.31,662139,,670370,0,6,Top,133.8,86.62,,,624513,,,4.544861966100530,-128.36967027298900,-3.8274540569963100,-4.228724903644830,18.28284517139430,-26.49247378082050,3.41,1.56,325,106.8,12,89.2,2483,6.2,633995,592351,624513,543068,641857,658069,596115,606132,602074,453568,54.28,0.889,0.896,0,1,0,0,5,44,5,2,0,0,2,1,2,1,2,Standard,Strategic,147,0.049,-0.339
SL,Slider,2021-05-23,83.1,-1.94,6.06,"Marte, Ketel",606466,592351,field_out,hit_into_play,,,,,6,Ketel Marte lines out to right fielder Charlie Blackmon.,R,L,R,COL,ARI,X,9,line_drive,0,0,2021,0.21,0.22,0.59,2.77,,,,0,4,Top,165.97,97.81,,,624513,,,5.366873287331030,-121.13274890756000,-1.7071750927642900,1.3555526678140300,17.49885873072090,-29.836850754450700,3.41,1.56,271,78.1,25,83.9,2542,6.2,633995,592351,624513,543068,641857,658069,596115,606132,602074,453568,54.34,0.534,0.481,0,1,0,0,4,26,1,1,0,0,1,0,1,0,1,Standard,Standard,129,0.028,-0.241
FF,4-Seam Fastball,2021-05-23,97.6,-1.19,5.73,"Marte, Ketel",606466,642068,strikeout,called_strike,,,,,7,Ketel Marte called out on strikes.,R,L,R,COL,ARI,S,2,,0,2,2021,-0.82,1.35,-0.83,1.9,,,,1,8,Top,,,,,624513,,,2.818698984191700,-142.10450128168100,-7.912600775433220,-11.79372065053920,29.055959400371200,-12.300713208299900,3.85,1.85,,,,97.2,2726,5.8,633995,642068,624513,543068,641857,658069,596115,606132,602074,453568,54.7,,,0,1,0,0,,59,3,2,3,3,2,3,2,3,2,Standard,Standard,203,0.016,-0.101
FF,4-Seam Fastball,2021-05-23,94.8,-2.2,5.76,"Marte, Ketel",606466,592351,field_out,hit_into_play,,,,,2,"Ketel Marte grounds out, shortstop Trevor Story to first baseman C.  J. Cron.",R,L,R,COL,ARI,X,6,ground_ball,1,1,2021,-0.99,0.79,0.16,2.92,,,,0,1,Top,110.08,153.05,,,624513,,,8.370310723560970,-138.02711102870400,-3.648135982466460,-14.319458562972900,23.502269482342700,-21.373694457521700,3.41,1.56,53,73.4,2,95.5,2272,6.1,633995,592351,624513,543068,641857,658069,596115,606132,602074,453568,54.38,0.111,0.1,0,1,0,0,2,1,3,0,0,0,0,0,0,0,0,Standard,Standard,220,0.022,-0.231
FF,4-Seam Fastball,2021-05-22,99,-2.75,5.25,"Marte, Ketel",606466,453268,strikeout,swinging_strike,,,,,11,Ketel Marte strikes out swinging.,R,L,R,COL,ARI,S,2,,1,2,2021,-0.75,0.6,-0.56,3.8,,641796,,2,9,Top,,,,,553869,,,7.702655567691790,-144.16515470930900,-0.026772405179998200,-12.05296226377040,28.031223226372700,-23.8709186052219,3.41,1.56,,,,99.4,2792,6.1,634010,453268,553869,658069,663898,641857,596115,606132,641658,453568,54.39,,,0,1,0,0,,79,4,7,6,6,7,6,7,6,7,Strategic,Strategic,231,0.112,-0.213
FF,4-Seam Fastball,2021-05-21,96.2,-1.94,6.12,"Marte, Ketel",606466,608566,field_out,hit_into_play,,,,,3,"Ketel Marte grounds out, first baseman C.  J. Cron to pitcher German Marquez.",R,L,R,COL,ARI,X,3,ground_ball,0,1,2021,-0.4,0.74,0.36,3.21,,,,2,5,Top,143.41,164.9,,,624513,,,6.881247045045380,-140.08744290974300,-3.860299425194370,-6.626407367122350,25.966777712433900,-21.675463269707500,3.41,1.56,3,80.4,-49,95.3,2233,5.3,634016,608566,624513,543068,663898,641857,596115,606132,641658,453568,55.16,0.143,0.129,0,1,0,0,2,39,2,5,0,0,5,0,5,0,5,Standard,Standard,211,0.004,-0.085
KC,Knuckle Curve,2021-05-21,83,-2.18,6.32,"Marte, Ketel",606466,608566,single,hit_into_play,,,,,1,Ketel Marte singles on a sharp line drive to left fielder Raimel Tapia.,R,L,R,COL,ARI,X,7,line_drive,0,2,2021,0.41,-0.42,-0.5,2.93,,,,0,3,Top,60.77,92.06,,,624513,,,2.995568757118000,-121.0101669276090,-0.5906131900930520,3.539828144972350,19.890608167416500,-36.424837034552700,3.41,1.56,251,101,12,82.2,2738,5.3,634016,608566,624513,543068,663898,641857,596115,606132,641658,453568,55.18,0.9,0.879,0.9,1,1,0,4,23,3,5,0,0,5,0,5,0,5,Standard,Standard,37,-0.021,0.493
FF,4-Seam Fastball,2021-05-21,93.4,-2.29,5.71,"Marte, Ketel",606466,622075,force_out,hit_into_play,,,,,8,"Ketel Marte grounds into a force out, third baseman Ryan McMahon to second baseman Brendan Rodgers.   Stephen Vogt out at 2nd.",R,L,R,COL,ARI,X,5,ground_ball,0,0,2021,-0.49,0.82,-0.12,2.06,,,519390,2,9,Top,97.61,145.66,,,624513,,,6.738411815003050,-135.95268106361600,-5.61251463318791,-7.337196493031240,24.410047274632900,-21.028682324874200,3.41,1.56,5,98.2,-21,94.9,2019,6.7,634016,622075,624513,543068,663898,641857,596115,606132,641658,453568,53.75,0.129,0.116,0,1,0,0,2,73,1,7,1,1,7,1,7,1,7,Standard,Standard,226,0,-0.227
FF,4-Seam Fastball,2021-05-21,96.9,-1.32,5.64,"Marte, Ketel",606466,642068,field_out,hit_into_play,,,,,5,Ketel Marte lines out sharply to left fielder Raimel Tapia.,R,L,R,COL,ARI,X,7,line_drive,2,2,2021,-0.76,1.03,-0.07,2.42,,,,0,8,Top,49.13,99.21,,,624513,,,5.01105636093589,-141.24500786413600,-5.508162417841300,-11.172336915718800,23.821398678358200,-17.28038446952610,3.41,1.56,312,100.7,16,97,2490,5.7,634016,642068,624513,543068,663898,641857,596115,606132,641658,453568,54.81,0.554,0.579,0,1,0,0,4,61,5,7,0,0,7,0,7,0,7,Standard,Standard,199,0.001,-0.216
KC,Knuckle Curve,2021-05-21,87.3,-2.07,6.16,"Marte, Ketel",606466,608566,strikeout,swinging_strike_blocked,,,,,14,Ketel Marte strikes out swinging.,R,L,R,COL,ARI,S,2,,1,2,2021,0.17,0.2,0.63,0.52,,,,0,1,Top,,,,,624513,,,6.040089692536840,-127.05207534801400,-7.822023153622830,0.9390889785173340,20.190578488066800,-28.86949190421380,3.41,1.56,,,,86.6,2667,5.3,634016,608566,624513,543068,663898,641857,596115,606132,641658,453568,55.19,,,0,1,0,0,,1,4,0,0,0,0,0,0,0,0,Standard,Standard,168,0.022,-0.173
SL,Slider,2021-05-20,85.4,-1.32,6.1,"Marte, Ketel",606466,519076,strikeout,foul_tip,,,,,5,Ketel Marte strikes out on a foul tip.,R,L,R,LAD,ARI,S,2,,3,2,2021,1.4,-0.1,0.1,2.5,,,,2,3,Top,,,,,669257,,,0.5316855205732510,-124.43990348886500,-2.00086962909253,14.46886897017210,25.38749148097840,-33.01114950147610,3.41,1.56,,,,85.6,2931,6.4,634059,519076,669257,405395,571970,457759,666158,660294,621035,605141,54.11,,,0,1,0,0,,19,6,2,0,0,2,0,2,0,2,Infield shift,Standard,44,0.01,-0.134
CH,Changeup,2021-05-20,87.2,-1.85,5.57,"Marte, Ketel",606466,523260,double,hit_into_play,,,,,11,Ketel Marte doubles (5) on a line drive to left fielder Yoshi Tsutsugo.,R,L,R,LAD,ARI,X,7,line_drive,1,2,2021,-1.48,0.42,-1.17,3.22,,,,1,6,Top,59.21,139.72,,,669257,,,4.650412717875940,-126.9644664389250,-0.3545639054793340,-16.906249316334400,27.029911284694600,-27.75736864443320,3.41,1.56,171,98,7,86.6,1939,5.9,634059,523260,669257,405395,571970,457759,666158,660294,621035,605141,54.56,0.594,0.555,1.25,1,1,1,4,38,5,2,0,0,2,0,2,0,2,Infield shift,Standard,259,-0.054,0.459
SI,Sinker,2021-05-20,92.9,2.58,5.75,"Marte, Ketel",606466,456034,grounded_into_double_play,hit_into_play,,,,,2,"Ketel Marte grounds into a double play, second baseman Max Muncy to shortstop Gavin Lux to first baseman Albert Pujols.   Pavin Smith out at 2nd.    Ketel Marte out at 1st.",R,R,L,LAD,ARI,X,4,ground_ball,2,2,2021,1.46,0.88,-0.18,3.07,,,656976,0,1,Top,131.55,146.21,,,669257,,,-10.205757162801400,-134.97655218630800,-2.987154044190680,20.035225933419100,28.458416314930800,-20.990488272650500,3.41,1.56,47,84.1,0,92.6,2214,6.1,634059,456034,669257,405395,571970,457759,666158,660294,621035,605141,54.41,0.26,0.256,0,1,0,0,2,2,5,0,0,0,0,0,0,0,0,Standard,Standard,137,0.073,-0.486
FC,Cutter,2021-05-20,92,-2.92,6.39,"Marte, Ketel",606466,595014,field_out,hit_into_play,,,,,3,Ketel Marte pops out to third baseman Justin Turner in foul territory.,R,L,R,LAD,ARI,X,5,popup,0,0,2021,0.13,0.43,0.47,3.36,,,,0,8,Top,104.4,187.62,,,669257,,,8.192284104128480,-133.75720160575900,-2.7774380618858900,-0.14247540715181300,27.777446673683600,-26.633678135122500,3.41,1.56,65,74.3,78,90.8,2422,5.5,634059,595014,669257,571970,621035,457759,666158,660294,656847,605141,54.95,0,0,0,1,0,0,3,55,1,3,2,2,3,2,3,2,3,Standard,Standard,206,0.054,-0.241
SL,Slider,2021-05-19,85.4,2.3,4.87,"Marte, Ketel",606466,624647,force_out,hit_into_play,,,,,5,"D-backs challenged (play at 1st), call on the field was overturned: Ketel Marte grounds into a force out, third baseman Justin Turner to second baseman Chris Taylor.   Stephen Vogt out at 2nd.    Ketel Marte to 1st.",R,R,L,LAD,ARI,X,5,ground_ball,0,2,2021,-0.34,0.22,-0.27,2.61,,,519390,0,8,Top,97.53,146.12,,,605131,,,-5.353023992383300,-124.3566748722350,0.4679918843583820,-2.479009750237750,23.643691505254600,-30.16024784577760,3.41,1.56,4,90.1,-30,85.2,2543,6,634033,624647,605131,571970,621035,457759,666158,660294,656847,605141,54.47,0.066,0.059,0,1,0,0,2,58,3,4,2,2,4,2,4,2,4,Standard,Standard,297,0.058,-0.393
FF,4-Seam Fastball,2021-04-07,95.2,-2.6,5.68,"Marte, Ketel",606466,622608,field_out,hit_into_play,,,,,4,"Ketel Marte grounds out, third baseman Josh Fuentes to first baseman C.  J. Cron.",R,L,R,COL,ARI,X,5,ground_ball,3,2,2021,-0.21,0.67,-0.45,2.53,,,,1,6,Top,92.54,151.79,,,553869,,,6.1295017515605200,-138.70377372524200,-4.255375048220050,-3.779171217511840,23.640210760843400,-22.832801730806500,3.41,1.56,7,97.5,-19,96.5,2115,6.4,634542,622608,553869,543068,641857,658069,596115,602074,641658,656541,54.09,0.171,0.165,0,1,0,0,2,46,6,5,0,0,5,0,5,0,5,Standard,Standard,212,0.006,-0.212
SL,Slider,2021-04-07,86.5,-2.64,5.89,"Marte, Ketel",606466,622608,field_out,hit_into_play,,,,,6,"Ketel Marte grounds out, second baseman Ryan McMahon to first baseman C.  J. Cron.",R,L,R,COL,ARI,X,4,ground_ball,0,1,2021,0.2,0.29,0.47,2.23,,,,0,4,Top,135.13,154.09,,,553869,,,6.982645725839380,-126.01419378303200,-3.2502355644299200,1.0319327814531500,19.90305465691610,-28.651044114637800,3.41,1.56,11,65.6,-9,87.1,2113,6.1,634542,622608,553869,543068,641857,658069,596115,602074,641658,572008,54.35,0.08,0.075,0,1,0,0,2,27,2,3,0,0,3,0,3,0,3,Standard,Standard,156,0.021,-0.203
FF,4-Seam Fastball,2021-04-07,95.2,-2.72,5.77,"Marte, Ketel",606466,622608,grounded_into_double_play,hit_into_play,,,,,2,"Ketel Marte grounds into a double play, second baseman Ryan McMahon to shortstop Trevor Story to first baseman C.  J. Cron.   Josh Rojas out at 2nd.    Ketel Marte out at 1st.",R,L,R,COL,ARI,X,4,ground_ball,1,2,2021,-0.37,0.83,0.27,3.13,,,668942,0,1,Top,144.21,147.32,,,553869,,,8.67320769728719,-138.51839742151900,-3.215544704397850,-6.533081612166270,27.377910929057000,-20.870506995519800,3.41,1.56,71,77.5,4,95.6,2046,6.2,634542,622608,553869,543068,641857,658069,596115,602074,641658,572008,54.25,0.209,0.188,0,1,0,0,2,2,5,0,0,0,0,0,0,0,0,Standard,Strategic,216,0.073,-0.424
KC,Knuckle Curve,2021-04-06,84,-2.04,6.27,"Marte, Ketel",606466,608566,single,hit_into_play,,,,,4,Ketel Marte singles on a line drive to center fielder Sam Hilliard.,R,L,R,COL,ARI,X,8,line_drive,0,1,2021,0.12,-0.51,-0.53,2.74,,,,0,6,Top,111.75,87.1,,,624513,,,3.201573209208000,-122.33448877922500,-0.8290926519793170,0.5842520651821610,22.38005935565600,-37.35734155705160,3.41,1.56,255,82.1,16,83,2595,5.4,634619,608566,624513,543068,641658,641857,596115,606132,656541,453568,55.08,0.96,0.919,0.9,1,1,0,4,39,2,3,1,1,3,1,3,1,3,Standard,Standard,22,-0.054,0.441
FF,4-Seam Fastball,2021-04-06,94.8,-1.73,6.25,"Marte, Ketel",606466,608566,field_out,hit_into_play,,,,,2,"Ketel Marte grounds out, third baseman Ryan McMahon to first baseman C.  J. Cron.",R,L,R,COL,ARI,X,5,ground_ball,3,2,2021,-0.38,0.59,-0.13,3.51,,,,0,4,Top,107.52,156.29,,,624513,,,4.977046605396090,-138.20583334165000,-2.920436998185950,-5.882588848291680,24.367668478766600,-24.155855996437500,3.41,1.56,8,73.7,-23,94.6,1987,5.6,634619,608566,624513,543068,641658,641857,596115,606132,656541,453568,54.9,0.069,0.074,0,1,0,0,2,23,7,2,0,0,2,0,2,0,2,Standard,Strategic,211,0.026,-0.318
CH,Changeup,2021-04-06,85.6,-2.25,5.71,"Marte, Ketel",606466,622075,double,hit_into_play,,,,,11,Ketel Marte doubles (3) on a ground ball to left fielder Raimel Tapia.,R,L,R,COL,ARI,X,7,ground_ball,2,2,2021,-0.92,0.24,-1.4,3.17,,,,1,7,Top,75.33,154.07,,,624513,,,3.8800212500084900,-124.84386991971500,-0.32593718049170300,-10.350169220488600,21.15504227491200,-29.726903254131600,3.41,1.56,58,81.4,1,86.7,1602,6.5,634619,622075,624513,543068,641658,641857,596115,606132,656541,453568,53.97,0.206,0.185,1.25,1,1,1,2,51,6,3,5,5,3,5,3,5,3,Standard,Standard,252,-0.029,0.431
