pitch_type,pitch_name,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
FF,4-Seam Fastball,2021-08-20,90.8,1.82,6.72,"Marte, Ketel",606466,596295,home_run,hit_into_play,,,,,2,Ketel Marte homers (6) on a fly ball to right center field.,R,R,L,COL,ARI,X,,fly_ball,0,0,2021,0.55,1.57,0.13,3.05,,,,2,4,Top,194,50.94,,,553869,,,-5.457991632216940,-132.16360292899900,-6.742554614207300,7.567482580889010,24.749355508719800,-12.544479047346900,3.41,1.56,402,98.8,27,92,2337,6.7,632828,596295,553869,543068,663898,641857,596115,656582,641658,453568,53.79,0.506,0.813,2,1,0,3,6,35,1,3,2,2,3,3,3,3,3,Standard,Strategic,164,-0.131,1
SL,Slider,2021-08-20,83.9,2.09,6.65,"Marte, Ketel",606466,596295,strikeout,swinging_strike,,,,,14,Ketel Marte strikes out swinging.,R,R,L,COL,ARI,S,2,,0,2,2021,-0.43,0.02,0.44,0.45,,,,0,3,Top,,,,,553869,,,-2.9932655299996900,-121.99416087749900,-8.011241189963670,-3.6939900561918600,23.273306591260100,-30.61916982405350,3.41,1.56,,,,84.1,2302,6.4,632828,596295,553869,543068,663898,641857,596115,656582,641658,453568,54.08,,,0,1,0,0,,21,3,2,0,0,2,0,2,0,2,Standard,Standard,250,0.024,-0.152
SL,Slider,2021-08-20,83.2,-1.35,6.01,"Marte, Ketel",606466,596112,strikeout,swinging_strike,,,,,4,Ketel Marte strikes out swinging.,R,L,R,COL,ARI,S,2,,1,2,2021,0.77,-0.11,-0.57,2.53,444482,,,1,6,Top,,,,,553869,,,0.26927439586796100,-121.41557671575600,-1.5067786976797100,7.748708421493910,18.30327939983680,-33.20110616424930,3.41,1.56,,,,83.8,3080,6,632828,596112,553869,543068,663898,641857,596115,656582,641658,453568,54.48,,,0,1,0,0,,53,5,4,4,4,4,4,4,4,4,Strategic,Strategic,50,0.097,-0.396
FF,4-Seam Fastball,2021-08-20,97.2,-2.06,5.95,"Marte, Ketel",606466,608032,walk,ball,,,,,11,Ketel Marte walks.,R,L,R,COL,ARI,B,,,3,1,2021,-0.6,1.22,-1.2,3.96,,,,1,8,Top,,,,,553869,,,3.7032856549569900,-141.6125226545380,-2.6612657118336400,-8.90333840649238,28.484870403245800,-15.227696729557700,3.61,1.81,,,,97.8,2255,6.3,632828,608032,553869,543068,663898,641857,596115,656582,641658,453568,54.19,,,0.7,1,0,0,,73,5,6,4,4,6,4,6,4,6,Standard,Standard,217,-0.044,0.149
CH,Changeup,2021-08-20,82.6,1.95,6.58,"Marte, Ketel",606466,596295,double,hit_into_play,,,,,3,Ketel Marte doubles (19) on a sharp line drive to right fielder Charlie Blackmon.,R,R,L,COL,ARI,X,9,line_drive,0,2,2021,0.66,0.92,0.77,3.19,,,,1,1,Top,189.04,55.47,,,553869,,,-3.9771243626482500,-120.39308421005000,-3.1294538329344900,7.110880662271580,19.612073775527100,-22.808525677901500,3.41,1.56,386,100.4,22,83.5,1668,6.4,632828,596295,553869,543068,663898,641857,596115,656582,641658,453568,54.06,0.474,0.637,1.25,1,1,1,5,2,4,0,0,0,0,0,0,0,0,Standard,Standard,123,-0.041,0.472
FF,4-Seam Fastball,2021-08-15,93.5,-1.65,5.71,"Marte, Ketel",606466,663753,triple,hit_into_play,,,,,3,Ketel Marte triples (1) on a ground ball to right fielder Fernando Tatis.   Josh Rojas scores.,R,L,R,ARI,SD,X,9,ground_ball,2,2,2021,-0.11,1.23,0.46,3.2,,,668942,1,3,Bot,216.62,100.33,,,605170,,,5.7219215302321000,-136.1388036743690,-3.473297559991590,-2.6001629957233700,29.260011564287700,-16.27804998815380,3.41,1.56,57,99,0,94.2,2393,6.6,632917,663753,605170,543333,624428,592518,630105,502054,663757,665487,53.86,0.429,0.392,1.6,1,1,2,4,24,8,0,1,0,1,1,1,1,1,Infield shift,Standard,209,0.179,1.484
CU,Curveball,2021-08-15,85.2,-1.5,6.2,"Marte, Ketel",606466,572955,field_out,hit_into_play,,,,,1,Ketel Marte flies out to left fielder Tommy Pham.,R,L,R,ARI,SD,X,7,fly_ball,3,2,2021,0.74,-0.3,-0.31,3.52,,,,0,5,Bot,77.05,96.41,,,605170,,,1.3060841624069800,-124.05601917254100,0.608653674661467,7.332489496925180,25.41448310856770,-35.63764567359290,3.41,1.56,283,88.7,46,84.2,2829,5.7,632917,572955,605170,543333,624428,592518,630105,502054,663757,665487,54.83,0.006,0.007,0,1,0,0,3,45,9,2,4,2,4,4,2,2,4,Infield shift,Standard,50,-0.031,-0.318
KC,Knuckle Curve,2021-08-15,82.7,-2.48,5.76,"Marte, Ketel",606466,489334,strikeout,swinging_strike_blocked,,,,,14,"Ketel Marte strikes out swinging, catcher Victor Caratini to first baseman Eric Hosmer.",R,L,R,ARI,SD,S,2,,0,2,2021,0.49,-1.12,0.49,0,,,,1,1,Bot,,,,,605170,,,5.854351772189830,-120.26911026507900,-4.381523189545730,3.38981524058201,26.601689738793700,-42.17825505298740,3.41,1.56,,,,82.9,2400,6.8,632917,489334,605170,543333,624428,592518,630105,502054,663757,665487,53.74,,,0,1,0,0,,7,3,0,0,0,0,0,0,0,0,Infield shift,Standard,39,-0.016,-0.101
CH,Changeup,2021-08-15,86.2,-2.76,5.48,"Marte, Ketel",606466,543339,field_out,hit_into_play,,,,,4,"Ketel Marte grounds out sharply, second baseman Adam Frazier to first baseman Eric Hosmer.   Josh Rojas to 3rd.",R,L,R,ARI,SD,X,4,ground_ball,1,0,2021,-1.31,0.63,-0.49,2.69,,668942,,1,7,Bot,143.81,139.89,,,605170,,,8.06732618286402,-125.25966447239700,-1.6271318564108700,-15.502850931095100,26.96778801442070,-25.458402518643000,3.41,1.56,14,100.2,-10,86.1,1997,6.4,632917,543339,605170,543333,624428,592518,630105,502054,663757,665487,54.06,0.254,0.237,0,1,0,0,2,61,2,2,4,2,4,4,2,2,4,Strategic,Standard,252,-0.055,-0.345
FF,4-Seam Fastball,2021-08-14,93.6,-1.48,6.36,"Marte, Ketel",606466,605397,grounded_into_double_play,hit_into_play,,,,,5,"Ketel Marte grounds into a double play, second baseman Adam Frazier to shortstop Jake Cronenworth to first baseman Eric Hosmer.   Josh VanMeter out at 2nd.    Ketel Marte out at 1st.",R,L,R,ARI,SD,X,4,ground_ball,0,1,2021,-0.19,1.15,0.12,2.42,662139,605113,642165,1,4,Bot,137.56,147.43,,,543592,,,4.5355816128188700,-136.1360893784160,-6.9349678736166800,-3.342815285492570,29.335982040665700,-16.490970114117300,3.41,1.56,13,87.9,-10,93.1,2599,6,632877,605397,543592,543333,624428,592518,630105,502054,663757,571976,54.53,0.114,0.103,0,1,0,0,2,32,2,5,0,5,0,0,5,5,0,Standard,Strategic,217,-0.025,-0.765
FF,4-Seam Fastball,2021-08-14,93.4,-1.44,6.49,"Marte, Ketel",606466,605397,field_out,hit_into_play,,,,,2,Ketel Marte flies out to right fielder Wil Myers.,R,L,R,ARI,SD,X,9,fly_ball,1,0,2021,-0.16,1.24,0.16,3.35,,,642165,0,2,Bot,164.46,114.96,,,543592,,,4.433242892417940,-135.92470667210700,-5.014127616609080,-2.986012244798660,30.726500818641200,-15.959653895838100,3.41,1.56,232,87.5,53,92.7,2493,5.9,632877,605397,543592,543333,624428,592518,630105,502054,663757,571976,54.56,0.02,0.023,0,1,0,0,3,17,2,5,0,5,0,0,5,5,0,Infield shift,Strategic,215,-0.008,-0.445
CH,Changeup,2021-08-14,84.2,-0.8,5.91,"Marte, Ketel",606466,622766,field_out,hit_into_play,,,,,4,Ketel Marte lines out to left fielder Tommy Pham.,R,L,R,ARI,SD,X,7,line_drive,3,2,2021,-1.23,-0.05,-0.63,2.39,,,,1,8,Bot,60.51,62.45,,,543592,,,2.8076183485836700,-122.62500760670300,-1.713940263983590,-12.936263393883800,23.61783616850150,-32.60092305236710,3.41,1.56,373,98.7,23,83.6,1496,5.8,632877,622766,543592,543333,624428,592518,630105,502054,663757,571976,54.72,0.446,0.612,0,1,0,0,5,63,7,7,0,7,0,0,7,7,0,Infield shift,Strategic,249,0,-0.212
CH,Changeup,2021-08-14,86.4,2.07,5.29,"Marte, Ketel",606466,621381,double,hit_into_play,,,,,2,Ketel Marte doubles (18) on a line drive to left fielder Tommy Pham.   Josh VanMeter to 3rd.,R,R,L,ARI,SD,X,7,line_drive,0,0,2021,1.42,0.89,0.01,2.94,,,642165,1,6,Bot,67.2,118.33,,,543592,,,-7.791770645727200,-125.59603460423400,-1.1234640369153100,16.647612688758100,27.29346681470530,-22.81661906078130,3.41,1.56,209,81.3,17,86,1941,6.3,632877,621381,543592,543333,624428,592518,630105,502054,663757,571976,54.24,0.971,0.925,1.25,1,1,1,4,47,1,7,0,7,0,0,7,7,0,Standard,Standard,117,0.002,0.919
SI,Sinker,2021-08-14,93.9,-1.57,6.53,"Marte, Ketel",606466,605397,double,hit_into_play,,,,,7,Ketel Marte doubles (17) on a ground ball to left fielder Tommy Pham.   Josh VanMeter scores.,R,L,R,ARI,SD,X,7,ground_ball,3,1,2021,-0.79,0.7,-0.72,2.09,,642165,,0,1,Bot,74.33,145.01,,,543592,,,3.890334322616070,-136.56776142433600,-7.263021795138670,-10.693514515961100,28.481720589034600,-22.10443503739010,3.41,1.56,104,96.3,4,93.4,2585,5.9,632877,605397,543592,543333,624428,592518,630105,502054,663757,571976,54.6,0.509,0.485,1.25,1,1,1,4,5,5,0,0,0,0,0,1,1,0,Standard,Strategic,215,0.095,0.82
CU,Curveball,2021-08-13,79.1,1.9,6.73,"Marte, Ketel",606466,605483,home_run,hit_into_play,,,,,5,Ketel Marte homers (5) on a fly ball to left field.,R,R,L,ARI,SD,X,,fly_ball,1,1,2021,-0.92,-0.83,0.08,2.18,,,,1,5,Bot,16.56,61.34,,,543592,,,-2.2797005125116200,-115.21031228265800,-1.5474693017931800,-7.662495887666440,22.74596231455680,-39.45369645185970,3.41,1.56,431,112.7,22,79.4,1815,6.6,632932,605483,543592,543333,624428,592518,630105,502054,663757,571976,53.93,0.977,1.861,2,1,0,3,6,39,3,1,0,1,0,0,2,2,0,Standard,Standard,334,0.114,1.006
FF,4-Seam Fastball,2021-08-13,95.4,1.9,6.78,"Marte, Ketel",606466,605483,field_out,hit_into_play,,,,,8,Ketel Marte lines out sharply to center fielder Trent Grisham.,R,R,L,ARI,SD,X,8,line_drive,0,0,2021,0.58,1.68,0.14,1.92,,,,1,3,Bot,129.9,75.68,,,543592,,,-5.979532632527070,-138.48758747908800,-10.98638160682730,8.78111047190847,31.174965165284000,-8.242413653328460,3.41,1.56,307,105.3,13,95.9,2446,6.7,632932,605483,543592,543333,624428,592518,630105,502054,663757,571976,53.76,0.857,0.868,0,1,0,0,4,22,1,1,0,1,0,0,1,1,0,Standard,Standard,157,-0.015,-0.163
CU,Curveball,2021-08-13,78.6,1.89,6.78,"Marte, Ketel",606466,605483,grounded_into_double_play,hit_into_play,,,,,8,"Ketel Marte grounds into a double play, third baseman Manny Machado to second baseman Adam Frazier to first baseman Eric Hosmer.   Nick Ahmed out at 2nd.    Ketel Marte out at 1st.",R,R,L,ARI,SD,X,5,ground_ball,2,2,2021,-0.95,-0.88,0.09,2.05,,,605113,0,1,Bot,100.12,166.75,,,543592,,,-2.1327890944469700,-114.41807138659400,-1.7172323839492900,-7.850839601644010,23.97525837621740,-39.6806921877674,3.41,1.56,55,84,2,78.5,2212,6.5,632932,605483,543592,543333,624428,592518,630105,502054,663757,571976,53.97,0.28,0.255,0,1,0,0,2,5,5,0,0,0,0,0,0,0,0,Standard,Standard,332,-0.073,-0.486
FF,4-Seam Fastball,2021-08-13,97.2,-2.73,5.53,"Marte, Ketel",606466,543339,field_out,hit_into_play,,,,,5,Ketel Marte flies out to center fielder Trent Grisham.,R,L,R,ARI,SD,X,8,fly_ball,2,1,2021,-0.84,1.28,0.1,2.62,,,,0,7,Bot,143.41,68.08,,,543592,,,9.53357318426472,-141.15491700343600,-5.163310651372990,-13.517139681182800,34.88648249260080,-14.064036978251400,3.41,1.56,328,85,31,97.1,2268,6.5,632932,543339,543592,543333,624428,592518,630105,502054,663757,571976,53.95,0.046,0.065,0,1,0,0,3,59,4,2,2,2,2,2,2,2,2,Infield shift,Strategic,216,-0.038,-0.282
FS,Split-Finger,2021-08-12,90.1,-1.4,6.27,"Marte, Ketel",606466,506433,field_out,hit_into_play,,,,,11,Ketel Marte grounds out to first baseman Eric Hosmer.   Caleb Smith to 3rd.    Josh Rojas to 2nd.,R,L,R,ARI,SD,X,3,ground_ball,1,2,2021,-0.6,0.45,-1.07,2.49,,592761,668942,0,3,Bot,149.7,177.74,,,605170,,,2.099026450173780,-131.24851742260400,-4.421885017135660,-7.410133299233150,26.746685564653000,-26.265075831939700,3.41,1.56,1,83.7,-66,90,1172,6.1,632914,506433,605170,543333,624428,592518,630105,502054,663757,571976,54.41,0.349,0.346,0,1,0,0,2,22,4,0,2,0,2,2,0,0,2,Standard,Strategic,210,-0.006,-0.566
CH,Changeup,2021-08-12,82.8,-2.65,5.41,"Marte, Ketel",606466,622503,grounded_into_double_play,hit_into_play,,,,,4,"Ketel Marte grounds into a double play, second baseman Adam Frazier to shortstop Jake Cronenworth to first baseman Eric Hosmer.   Josh Rojas out at 2nd.    Ketel Marte out at 1st.",R,L,R,ARI,SD,X,4,ground_ball,2,1,2021,-0.92,-0.3,-0.52,2.38,,,668942,0,6,Bot,144.63,150.21,,,605170,,,6.750426154533860,-120.40202251940200,0.21065403883656100,-10.325568698585900,24.024944095144500,-35.3621385804139,3.41,1.56,7,83.9,-18,83.6,1485,6.9,632914,622503,605170,543333,624428,592518,630105,502054,663757,571976,53.6,0.08,0.072,0,1,0,0,2,53,4,8,3,8,3,3,8,8,3,Infield shift,Strategic,249,-0.007,-0.598
FS,Split-Finger,2021-08-12,90.4,-1.42,6.16,"Marte, Ketel",606466,506433,strikeout,swinging_strike,,,,,13,Ketel Marte strikes out swinging.,R,L,R,ARI,SD,S,2,,1,2,2021,-0.31,0.36,-1.03,1.73,,,668942,0,1,Bot,,,,,605170,,,1.6442947461069000,-131.65510712590700,-5.889660114315170,-4.007678864701570,26.67158047107680,-27.018252574634200,3.41,1.56,,,,90.5,1205,6.2,632914,506433,605170,543333,624428,592518,630105,502054,663757,571976,54.29,,,0,1,0,0,,7,4,0,2,0,2,2,0,0,2,Infield shift,Strategic,209,-0.035,-0.268
FC,Cutter,2021-08-12,89,-2.67,5.79,"Marte, Ketel",606466,489334,strikeout,swinging_strike,,,,,14,Ketel Marte strikes out swinging.,R,L,R,ARI,SD,S,2,,3,2,2021,0.21,0.66,1.13,1.63,662139,,668942,2,7,Bot,,,,,605170,,,8.98780604910268,-129.2678664596190,-5.627732491702940,0.5393642323265370,26.137161189674800,-23.742848290508900,3.41,1.56,,,,90,2179,7,632914,489334,605170,543333,624428,592518,630105,502054,663757,571976,53.55,,,0,1,0,0,,66,7,10,3,10,3,3,10,10,3,Standard,Strategic,201,0,-0.458
FF,4-Seam Fastball,2021-08-11,96.9,-2.41,6.02,"Marte, Ketel",606466,592332,single,hit_into_play,,,,,4,Ketel Marte singles on a line drive to left fielder Darin Ruf.   Josh VanMeter to 2nd.,R,L,R,SF,ARI,X,7,line_drive,1,2,2021,-1.01,1.43,-0.62,2.78,,,642165,0,5,Top,68.56,118.87,,,457763,,,7.096193152627340,-140.85982583737500,-6.385641615464880,-15.11521350500310,32.71160665909510,-11.881716285365400,3.41,1.56,160,97.7,6,96.9,2474,6.4,632951,592332,457763,474832,527038,592178,543063,573131,573262,664774,54.08,0.586,0.567,0.9,1,1,0,4,41,4,5,2,2,5,2,5,2,5,Infield shift,Standard,219,-0.063,0.815
CH,Changeup,2021-08-11,84.5,-2.64,6.07,"Marte, Ketel",606466,592332,field_out,hit_into_play,,,,,7,Ketel Marte lines out to first baseman Brandon Belt.,R,L,R,SF,ARI,X,3,line_drive,0,0,2021,-0.79,0.88,-0.57,1.88,,,,1,3,Top,157.35,165.13,,,457763,,,6.418102520418860,-122.77694970662800,-5.148016497273040,-9.311185525192190,24.49511542871310,-22.41363036227950,3.41,1.56,147,99.1,7,84.7,1646,6.5,632951,592332,457763,474832,527038,592178,543063,573131,573262,664774,54,0.583,0.553,0,1,0,0,4,22,1,2,1,1,2,1,2,1,2,Standard,Standard,238,0.018,-0.163
FF,4-Seam Fastball,2021-08-11,93.6,1.84,5.92,"Marte, Ketel",606466,606424,strikeout,called_strike,,,,,4,Ketel Marte called out on strikes.,R,R,L,SF,ARI,S,2,,1,2,2021,1.42,0.99,-0.66,2.42,,,,2,9,Top,,,,,457763,,,-9.6278286265322,-135.9227940053490,-5.457189965497170,19.685349443452200,30.10838246148030,-18.887380840095600,3.46,1.75,,,,93.9,2158,6.6,632951,606424,457763,474832,642731,592178,543063,664774,596103,573262,53.9,,,0,1,0,0,,75,5,7,2,2,7,2,7,2,7,Standard,Standard,132,0,-0.073
FF,4-Seam Fastball,2021-08-11,95.7,-2.42,6.06,"Marte, Ketel",606466,608678,single,hit_into_play,,,,,1,Ketel Marte singles on a line drive to center fielder Mike Yastrzemski.   Josh VanMeter to 2nd.,R,L,R,SF,ARI,X,8,line_drive,2,2,2021,-0.51,1.31,-0.52,3.06,,,642165,1,7,Top,88.57,81.75,,,457763,,,6.168111681794870,-139.24652844355400,-5.317268840603820,-7.95321282668793,28.855125806549400,-14.058681153332600,3.41,1.56,255,88.8,16,96.1,2122,6.3,632951,608678,457763,474832,527038,592178,543063,573131,573262,664774,54.15,0.906,0.87,0.9,1,1,0,4,58,5,5,2,2,5,2,5,2,5,Infield shift,Standard,218,-0.044,0.516
FS,Split-Finger,2021-08-11,85.2,-2.44,6.03,"Marte, Ketel",606466,592332,strikeout,foul_tip,,,,,13,Ketel Marte strikes out on a foul tip.,R,L,R,SF,ARI,S,2,,2,2,2021,-0.96,0.4,-0.3,1.01,,,,1,1,Top,,,,,457763,,,6.985716290703430,-123.88746214363800,-6.386290041152960,-11.163937261994400,21.878546492289200,-27.030586227568400,3.41,1.56,,,,86.1,1443,6.6,632951,592332,457763,474832,527038,592178,543063,573131,573262,664774,53.88,,,0,1,0,0,,2,5,0,0,0,0,0,0,0,0,Infield shift,Standard,238,0.015,-0.142
SI,Sinker,2021-08-10,91.3,2.07,4.87,"Marte, Ketel",606466,622072,double,hit_into_play,,,,,5,Ketel Marte doubles (16) on a line drive to right fielder LaMonte Wade.   Nick Ahmed scores.,R,R,L,SF,ARI,X,9,line_drive,0,0,2021,1.31,0.97,0.13,2.53,,605113,,1,6,Top,207.24,113.44,,,457763,,,-7.704776426130280,-132.82611027040300,-2.080917550891350,17.217996536295400,28.35886848349090,-20.485672467472000,3.41,1.56,188,83.4,12,91.4,1998,6.3,632933,622072,457763,474832,600303,592178,543063,543105,573262,664774,54.16,0.594,0.538,1.25,1,1,1,4,43,1,5,1,1,5,2,5,2,5,Standard,Standard,117,-0.059,0.967
CH,Changeup,2021-08-10,86,1.93,4.84,"Marte, Ketel",606466,622072,double,hit_into_play,,,,,14,Ketel Marte doubles (15) on a sharp line drive to right fielder LaMonte Wade.,R,R,L,SF,ARI,X,9,line_drive,2,2,2021,1.26,0,0.96,1.83,,,,1,4,Top,149.9,77.97,,,457763,,,-4.854829537860020,-125.26425337015700,-0.877567838874103,14.198402374664400,25.05722072641100,-32.26264072801000,3.41,1.56,307,104.3,13,86.2,1504,6.3,632933,622072,457763,474832,600303,592178,543063,543105,573262,664774,54.15,0.886,0.924,1.25,1,1,1,4,27,5,4,0,0,4,0,4,0,4,Standard,Standard,87,-0.027,0.431
CH,Changeup,2021-08-10,86.7,2.05,4.91,"Marte, Ketel",606466,622072,strikeout,swinging_strike,,,,,14,Ketel Marte strikes out swinging.,R,R,L,SF,ARI,S,2,,2,2,2021,1.3,0.15,0.8,1.25,,,,1,1,Top,,,,,457763,,,-5.618108148765010,-126.23285731339000,-2.8841728083827300,14.98914531185800,24.500658761454400,-30.177332044498900,3.41,1.56,,,,86.8,1718,6.2,632933,622072,457763,474832,600303,592178,543063,543105,573262,664774,54.28,,,0,1,0,0,,2,6,0,0,0,0,0,0,0,0,Standard,Standard,93,0.015,-0.142
FF,4-Seam Fastball,2021-08-10,83.6,-3.91,1.26,"Marte, Ketel",606466,643511,single,hit_into_play,,,,,8,"Ketel Marte singles on a ground ball to center fielder Mike Yastrzemski.  Nick Ahmed out at 3rd on the throw, center fielder Mike Yastrzemski to third baseman Kris Bryant.   Ketel Marte to 2nd.",R,L,R,SF,ARI,X,8,ground_ball,1,2,2021,-0.12,-1.19,0.26,2.09,,,605113,0,8,Top,121.94,100.68,,,457763,,,9.751363926101800,-120.82758706888500,10.718468782854200,-3.1524600660273400,24.486168653344500,-46.39604246564650,3.41,1.56,54,90.5,2,82.7,1377,6.1,632933,643511,457763,474832,600303,592178,543063,543105,573262,664774,54.37,0.38,0.364,0.9,1,1,0,2,58,4,5,5,5,5,5,5,5,5,Standard,Standard,290,0.022,0.815
FF,4-Seam Fastball,2021-08-10,95.5,-2.02,6.4,"Marte, Ketel",606466,641793,strikeout,swinging_strike,,,,,1,Ketel Marte strikes out swinging.,R,L,R,SF,ARI,S,2,,1,2,2021,-0.62,1.62,-0.42,2.91,,572233,642165,2,9,Top,,,,,457763,,,5.641770245294410,-138.8122155150620,-7.256195064886720,-9.300884197611040,31.304710094122200,-9.728883889698930,3.41,1.56,,,,96,2198,6.7,632933,641793,457763,474832,600303,592178,543063,664774,596103,573262,53.83,,,0,1,0,0,,74,4,7,7,7,7,7,7,7,7,Standard,Standard,209,0.114,-0.313
FF,4-Seam Fastball,2021-08-08,94.4,2.15,6.5,"Marte, Ketel",606466,605483,field_out,hit_into_play,,,,,8,Ketel Marte flies out sharply to center fielder Jake Marisnick.   Nick Ahmed to 3rd.,R,R,L,SD,ARI,X,8,fly_ball,1,0,2021,0.59,1.6,0.16,1.79,,605113,,0,6,Top,149.48,63.11,,,543592,,,-6.530378713657330,-136.99233907657400,-10.184821804041500,8.88807527062343,29.439829498428300,-9.930685929466930,3.41,1.56,341,103.9,41,95.1,2399,6.8,633051,605483,543592,543333,624428,592518,630105,502054,545350,571976,53.69,0.303,0.597,0,1,0,0,5,39,2,2,0,0,2,0,2,0,2,Standard,Standard,154,0.025,-0.439
SL,Slider,2021-08-08,84.5,2.05,6.59,"Marte, Ketel",606466,605483,strikeout,swinging_strike_blocked,,,,,13,Ketel Marte strikes out swinging.,R,R,L,SD,ARI,S,2,,3,2,2021,-0.18,-0.34,-0.27,-0.07,,,,0,4,Top,,,,,543592,,,-5.060367924669440,-122.85963237593400,-8.563543688406800,-0.9222928692756310,22.91712323718700,-34.16310023784780,3.41,1.56,,,,85.3,2480,6.7,633051,605483,543592,543333,624428,592518,630105,502054,545350,571976,53.77,,,0,1,0,0,,22,6,1,0,0,1,0,1,0,1,Standard,Standard,316,0.028,-0.318
FF,4-Seam Fastball,2021-08-08,96.4,-1.44,5.45,"Marte, Ketel",606466,641941,field_out,hit_into_play,,,,,2,Ketel Marte lines out to second baseman Adam Frazier.,R,L,R,SD,ARI,X,4,line_drive,0,2,2021,-0.62,1.54,-0.18,3.46,,,,2,8,Top,142.44,131.14,,,543592,,,4.795386363026080,-140.17152314972700,-3.1842501276728500,-9.369550792650570,34.84939457660120,-11.425060857989600,3.41,1.56,179,84.8,13,96.5,2548,6.6,633051,641941,543592,543333,624428,592518,630105,502054,663757,545350,53.86,0.757,0.707,0,1,0,0,4,55,3,2,0,0,2,0,2,0,2,Infield shift,Standard,203,0.013,-0.061
FF,4-Seam Fastball,2021-08-08,94.3,1.97,6.69,"Marte, Ketel",606466,605483,field_out,hit_into_play,,,,,6,Ketel Marte flies out to left fielder Tommy Pham in foul territory.,R,R,L,SD,ARI,X,7,fly_ball,0,0,2021,0.45,1.59,0.7,2.46,,,,1,1,Top,40.17,123.92,,,543592,,,-4.316071205100830,-136.88646405535300,-8.783482537153410,6.674936514580470,34.88098090876500,-10.459380026358900,3.41,1.56,281,87.9,46,94.3,2312,6.8,633051,605483,543592,543333,624428,592518,630105,502054,545350,571976,53.7,0.006,0.005,0,1,0,0,3,2,1,0,0,0,0,0,0,0,0,Standard,Strategic,157,0.015,-0.163
FF,4-Seam Fastball,2021-08-07,92.8,2.8,6.39,"Marte, Ketel",606466,519141,field_out,hit_into_play,,,,,6,Ketel Marte lines out to right fielder Wil Myers.,R,R,L,SD,ARI,X,9,line_drive,1,0,2021,0.41,1.6,0.57,2.68,,,,1,8,Top,179.44,63.14,,,605170,,,-6.480766579936360,-134.91367781556800,-7.08399700891501,6.380245785126020,29.036165092887900,-11.27656494262040,3.41,1.56,361,98.8,23,91.4,2472,5.5,632988,519141,605170,543333,624428,592518,630105,502054,663757,571976,55.01,0.446,0.612,0,1,0,0,5,55,2,2,2,2,2,2,2,2,2,Standard,Standard,156,0.034,-0.189
FF,4-Seam Fastball,2021-08-06,94.4,1.46,5.71,"Marte, Ketel",606466,677960,single,hit_into_play,,,,,14,Ketel Marte singles on a sharp ground ball to left fielder Tommy Pham.   Nick Ahmed scores.,R,R,L,SD,ARI,X,7,ground_ball,0,1,2021,1.11,1.14,0.26,1.32,,605113,,2,3,Top,69.58,102.09,,,543592,,,-5.533980338519990,-137.2818288446960,-8.199891690082740,15.24026765944970,29.682603082458000,-16.126585426464600,3.41,1.56,9,112,-9,93.8,2057,5.9,633008,677960,543592,543333,624428,592518,630105,502054,663757,571976,54.6,0.351,0.316,0.9,1,1,0,2,26,2,5,1,1,5,2,5,2,5,Standard,Standard,130,-0.054,0.78
FF,4-Seam Fastball,2021-08-06,93.4,-1.84,5.35,"Marte, Ketel",606466,663753,field_out,hit_into_play,,,,,2,Ketel Marte flies out sharply to center fielder Trent Grisham.,R,L,R,SD,ARI,X,8,fly_ball,3,1,2021,-0.19,1.21,-0.21,2.91,,,,2,6,Top,131.41,90.29,,,543592,,,4.662829266821910,-136.01604183427400,-3.2019390766812200,-3.4066470565556800,30.23892032618610,-16.69022807320690,3.41,1.56,272,100.3,50,94.1,2381,6.7,633008,663753,543592,543333,624428,592518,630105,502054,663757,571976,53.79,0.014,0.022,0,1,0,0,3,54,5,5,8,8,5,8,5,8,5,Infield shift,Strategic,209,0.005,-0.161
